No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
3,Ken Norman,SF,6-8,215,"September 5, 1964",us US,9,Illinois,ATL,1997
5,Eldridge Recasner,SG,6-3,190,"December 14, 1967",us US,2,Washington,ATL,1997
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,5,Michigan State,ATL,1997
0,Greg Anderson,C,6-10,230,"June 22, 1964",us US,9,Houston,ATL,1998
11,Drew Barry,PG,6-5,191,"February 17, 1973",us US,R,Georgia Tech,ATL,1998
10,Mookie Blaylock,PG,6-0,180,"March 20, 1967",us US,8,"Midland College, Oklahoma",ATL,1998
52,Chucky Brown,SF,6-7,214,"February 29, 1968",us US,8,NC State,ATL,1998
33,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us US,12,DePaul,ATL,1998
4,Chris Crawford,PF,6-9,235,"May 13, 1975",us US,R,Marquette,ATL,1998
22,Ed Gray,SG,6-3,210,"September 27, 1975",us US,R,"Tennessee, California",ATL,1998
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,2,Indiana,ATL,1998
32,Christian Laettner,PF,6-11,235,"August 17, 1969",us US,5,Duke,ATL,1998
7,Randy Livingston,PG,6-4,209,"April 2, 1975",us US,1,LSU,ATL,1998
2,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,3,Michigan State,ATL,1998
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,6,Georgetown,ATL,1998
31,Brian Oliver,SG,6-4,210,"June 1, 1968",us US,3,Georgia Tech,ATL,1998
5,Eldridge Recasner,SG,6-3,190,"December 14, 1967",us US,3,Washington,ATL,1998
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,6,Michigan State,ATL,1998
20,Donald Whiteside,PG,5-10,160,"April 25, 1969",us US,1,Northern Illinois,ATL,1998
10,Mookie Blaylock,PG,6-0,180,"March 20, 1967",us US,9,"Midland College, Oklahoma",ATL,1999
33,Tyrone Corbin,SF,6-6,210,"December 31, 1962",us US,13,DePaul,ATL,1999
4,Chris Crawford,PF,6-9,235,"May 13, 1975",us US,1,Marquette,ATL,1999
20,LaPhonso Ellis,PF,6-8,240,"May 5, 1970",us US,6,Notre Dame,ATL,1999
22,Ed Gray,SG,6-3,210,"September 27, 1975",us US,1,"Tennessee, California",ATL,1999
44,Alan Henderson,SF,6-9,235,"December 2, 1972",us US,3,Indiana,ATL,1999
24,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,1,College of Charleston,ATL,1999
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,10,Eastern Michigan,ATL,1999
7,Roshown McLeod,SF,6-8,221,"November 17, 1975",us US,R,"St. John's, Duke",ATL,1999
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,7,Georgetown,ATL,1999
15,Jeff Sheppard,SG,6-3,190,"September 29, 1974",us US,R,Kentucky,ATL,1999
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,7,Michigan State,ATL,1999
41,Mark West,C,6-10,230,"November 5, 1960",us US,15,Old Dominion,ATL,1999
3,Shammond Williams,PG,6-1,201,"April 5, 1975",us US,R,UNC,ATL,1999
10,Drew Barry,PG,6-5,191,"February 17, 1973",us US,2,Georgia Tech,ATL,2000
3,Cal Bowdler,SF,6-10,245,"March 31, 1977",us US,R,Old Dominion,ATL,2000
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,9,Virginia Tech,ATL,2000
4,Chris Crawford,PF,6-9,235,"May 13, 1975",us US,2,Marquette,ATL,2000
20,LaPhonso Ellis,PF,6-8,240,"May 5, 1970",us US,7,Notre Dame,ATL,2000
5,Dion Glover,SG,6-5,228,"October 22, 1978",us US,R,Georgia Tech,ATL,2000
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,4,Indiana,ATL,2000
22,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,7,Ohio State,ATL,2000
24,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,2,College of Charleston,ATL,2000
7,Roshown McLeod,SF,6-8,221,"November 17, 1975",us US,1,"St. John's, Duke",ATL,2000
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,8,Georgetown,ATL,2000
34,Isaiah Rider,SG,6-5,215,"March 12, 1971",us US,6,UNLV,ATL,2000
31,Jason Terry,PG,6-2,185,"September 15, 1977",us US,R,Arizona,ATL,2000
42,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,3,Memphis,ATL,2000
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,7,"Arizona Western College, Texas-El Paso",BOS,1979
34,Dennis Awtrey,C,6-10,235,"February 22, 1948",us US,8,Santa Clara,BOS,1979
35,Tom Barker,C,6-11,225,"March 11, 1955",us US,1,"Minnesota, College of Southern Idaho, Hawaii",BOS,1979
27,Marvin Barnes,PF,6-8,210,"July 27, 1952",us US,4,Providence,BOS,1979
12,Don Chaney,SG,6-5,210,"March 22, 1946",us US,10,Houston,BOS,1979
18,Dave Cowens,C,6-9,230,"October 25, 1948",us US,8,Florida State,BOS,1979
42,Chris Ford,SG,6-5,190,"January 11, 1949",us US,6,Villanova,BOS,1979
32,Jeff Judkins,SF,6-6,185,"March 23, 1956",us US,R,Utah,BOS,1979
35,Billy Knight,SF,6-6,195,"June 9, 1952",us US,4,Pitt,BOS,1979
30,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,1,UNC Charlotte,BOS,1979
11,Bob McAdoo,C,6-9,210,"September 25, 1951",us US,6,"Vincennes University, UNC",BOS,1979
53,Rick Robey,C,6-11,230,"January 30, 1956",us US,R,Kentucky,BOS,1979
41,Curtis Rowe,PF,6-7,225,"July 2, 1949",us US,7,UCLA,BOS,1979
45,Frankie Sanders,SF,6-6,200,"January 23, 1957",us US,R,Southern University and A&M College,BOS,1979
27,Kevin Stacom,SG,6-3,185,"September 4, 1951",us US,4,"Holy Cross, Providence",BOS,1979
43,Earl Tatum,SG,6-5,185,"July 26, 1953",us US,2,Marquette,BOS,1979
10,Jo Jo White,PG,6-3,190,"November 16, 1946",us US,9,Kansas,BOS,1979
52,Earl Williams,C,6-7,230,"March 24, 1951",us US,3,Winston-Salem State,BOS,1979
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,8,"Arizona Western College, Texas-El Paso",BOS,1980
33,Larry Bird,PF,6-9,220,"December 7, 1956",us US,R,Indiana State University,BOS,1980
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,4,Guilford College,BOS,1980
12,Don Chaney,SG,6-5,210,"March 22, 1946",us US,11,Houston,BOS,1980
18,Dave Cowens,C,6-9,230,"October 25, 1948",us US,9,Florida State,BOS,1980
45,Eric Fernsten,PF,6-10,205,"November 1, 1953",us US,2,San Francisco,BOS,1980
42,Chris Ford,SG,6-5,190,"January 11, 1949",us US,7,Villanova,BOS,1980
43,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,R,VCU,BOS,1980
32,Jeff Judkins,SF,6-6,185,"March 23, 1956",us US,1,Utah,BOS,1980
44,Pete Maravich,SG,6-5,197,"June 22, 1947",us US,9,LSU,BOS,1980
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,2,UNC Charlotte,BOS,1980
53,Rick Robey,C,6-11,230,"January 30, 1956",us US,1,Kentucky,BOS,1980
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,9,"Arizona Western College, Texas-El Paso",BOS,1981
33,Larry Bird,PF,6-9,220,"December 7, 1956",us US,1,Indiana State University,BOS,1981
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,5,Guilford College,BOS,1981
40,Terry Duerod,SG,6-2,180,"July 29, 1956",us US,1,Detroit Mercy,BOS,1981
45,Eric Fernsten,C,6-10,205,"November 1, 1953",us US,3,San Francisco,BOS,1981
42,Chris Ford,SG,6-5,190,"January 11, 1949",us US,8,Villanova,BOS,1981
43,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,1,VCU,BOS,1981
20,Wayne Kreklow,SG,6-4,175,"January 4, 1957",us US,R,Drake University,BOS,1981
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,3,UNC Charlotte,BOS,1981
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,R,Minnesota,BOS,1981
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,4,Centenary (LA),BOS,1981
53,Rick Robey,C,6-11,230,"January 30, 1956",us US,2,Kentucky,BOS,1981
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,R,BYU,BOS,1982
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,10,"Arizona Western College, Texas-El Paso",BOS,1982
33,Larry Bird,PF,6-9,220,"December 7, 1956",us US,2,Indiana State University,BOS,1982
35,Charles Bradley,SG,6-5,215,"May 16, 1959",us US,R,Wyoming,BOS,1982
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,6,Guilford College,BOS,1982
40,Terry Duerod,SG,6-2,180,"July 29, 1956",us US,2,Detroit Mercy,BOS,1982
45,Eric Fernsten,C,6-10,205,"November 1, 1953",us US,4,San Francisco,BOS,1982
42,Chris Ford,SG,6-5,190,"January 11, 1949",us US,9,Villanova,BOS,1982
43,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,2,VCU,BOS,1982
11,Tracy Jackson,SG,6-6,205,"April 21, 1959",us US,R,Notre Dame,BOS,1982
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,4,UNC Charlotte,BOS,1982
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,1,Minnesota,BOS,1982
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,5,Centenary (LA),BOS,1982
53,Rick Robey,C,6-11,230,"January 30, 1956",us US,3,Kentucky,BOS,1982
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,1,BYU,BOS,1983
7,Tiny Archibald,PG,6-1,150,"September 2, 1948",us US,11,"Arizona Western College, Texas-El Paso",BOS,1983
33,Larry Bird,PF,6-9,220,"December 7, 1956",us US,3,Indiana State University,BOS,1983
35,Charles Bradley,SG,6-5,215,"May 16, 1959",us US,1,Wyoming,BOS,1983
28,Quinn Buckner,SG,6-3,190,"August 20, 1954",us US,6,Indiana,BOS,1983
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,7,Guilford College,BOS,1983
43,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,3,VCU,BOS,1983
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,5,UNC Charlotte,BOS,1983
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,2,Minnesota,BOS,1983
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,6,Centenary (LA),BOS,1983
53,Rick Robey,C,6-11,230,"January 30, 1956",us US,4,Kentucky,BOS,1983
52,Darren Tillis,C,6-11,215,"February 23, 1960",us US,R,Cleveland State University,BOS,1983
"8, 20",Scott Wedman,SF,6-7,215,"July 29, 1952",us US,8,Colorado,BOS,1983
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,2,BYU,BOS,1984
33,Larry Bird,PF,6-9,220,"December 7, 1956",us US,4,Indiana State University,BOS,1984
28,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,7,Indiana,BOS,1984
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,8,Guilford College,BOS,1984
40,Carlos Clark,SG,6-4,210,"August 10, 1960",us US,R,Ole Miss,BOS,1984
43,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,4,VCU,BOS,1984
3,Dennis Johnson,SG,6-4,185,"September 18, 1954",us US,7,Pepperdine,BOS,1984
50,Greg Kite,C,6-11,250,"August 5, 1961",us US,R,BYU,BOS,1984
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,6,UNC Charlotte,BOS,1984
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,3,Minnesota,BOS,1984
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,7,Centenary (LA),BOS,1984
8,Scott Wedman,SF,6-7,215,"July 29, 1952",us US,9,Colorado,BOS,1984
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,3,BYU,BOS,1985
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,5,Indiana State University,BOS,1985
28,Quinn Buckner,PG,6-3,190,"August 20, 1954",us US,8,Indiana,BOS,1985
34,Rick Carlisle,SG,6-5,210,"October 27, 1959",us US,R,"University of Maine, Virginia",BOS,1985
30,M.L. Carr,SF,6-6,205,"January 9, 1951",us US,9,Guilford College,BOS,1985
40,Carlos Clark,SG,6-4,210,"August 10, 1960",us US,1,Ole Miss,BOS,1985
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,8,Pepperdine,BOS,1985
50,Greg Kite,C,6-11,250,"August 5, 1961",us US,1,BYU,BOS,1985
31,Cedric Maxwell,SF,6-8,205,"November 21, 1955",us US,7,UNC Charlotte,BOS,1985
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,4,Minnesota,BOS,1985
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,8,Centenary (LA),BOS,1985
8,Scott Wedman,SF,6-7,215,"July 29, 1952",us US,10,Colorado,BOS,1985
20,Ray Williams,PG,6-3,188,"October 14, 1954",us US,7,Minnesota,BOS,1985
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,4,BYU,BOS,1986
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,6,Indiana State University,BOS,1986
34,Rick Carlisle,SG,6-5,210,"October 27, 1959",us US,1,"University of Maine, Virginia",BOS,1986
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,9,Pepperdine,BOS,1986
50,Greg Kite,C,6-11,250,"August 5, 1961",us US,2,BYU,BOS,1986
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,5,Minnesota,BOS,1986
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,9,Centenary (LA),BOS,1986
12,Jerry Sichting,PG,6-1,168,"November 29, 1956",us US,5,Purdue,BOS,1986
45,David Thirdkill,PF,6-7,195,"April 12, 1960",us US,3,Bradley,BOS,1986
11,Sam Vincent,SG,6-2,185,"May 18, 1963",us US,R,Michigan State,BOS,1986
5,Bill Walton,C,6-11,210,"November 5, 1952",us US,8,UCLA,BOS,1986
8,Scott Wedman,SF,6-7,215,"July 29, 1952",us US,11,Colorado,BOS,1986
35,Sly Williams,SF,6-7,210,"January 26, 1958",us US,6,Rhode Island,BOS,1986
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,5,BYU,BOS,1987
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,7,Indiana State University,BOS,1987
34,Rick Carlisle,SG,6-5,210,"October 27, 1959",us US,2,"University of Maine, Virginia",BOS,1987
20,Darren Daye,SF,6-8,220,"November 30, 1960",us US,3,UCLA,BOS,1987
43,Conner Henry,SG,6-7,195,"July 21, 1963",us US,R,UC Santa Barbara,BOS,1987
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,10,Pepperdine,BOS,1987
50,Greg Kite,C,6-11,250,"August 5, 1961",us US,3,BYU,BOS,1987
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,6,Minnesota,BOS,1987
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,10,Centenary (LA),BOS,1987
31,Fred Roberts,PF,6-10,218,"August 14, 1960",us US,3,BYU,BOS,1987
12,Jerry Sichting,PG,6-1,168,"November 29, 1956",us US,6,Purdue,BOS,1987
45,David Thirdkill,SF,6-7,195,"April 12, 1960",us US,4,Bradley,BOS,1987
7,Andre Turner,PG,5-11,160,"December 13, 1964",us US,R,Memphis,BOS,1987
11,Sam Vincent,PG,6-2,185,"May 18, 1963",us US,1,Michigan State,BOS,1987
5,Bill Walton,C,6-11,210,"November 5, 1952",us US,9,UCLA,BOS,1987
8,Scott Wedman,SF,6-7,215,"July 29, 1952",us US,12,Colorado,BOS,1987
42,Mark Acres,C,6-11,220,"November 15, 1962",us US,R,Oral Roberts,BOS,1988
44,Danny Ainge,SG,6-5,185,"March 17, 1959",us US,6,BYU,BOS,1988
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,8,Indiana State University,BOS,1988
20,Darren Daye,SF,6-8,220,"November 30, 1960",us US,4,UCLA,BOS,1988
53,Artis Gilmore,C,7-2,240,"September 21, 1949",us US,16,"Gardner-Webb University, Jacksonville University",BOS,1988
43,Conner Henry,SG,6-7,195,"July 21, 1963",us US,1,UC Santa Barbara,BOS,1988
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,11,Pepperdine,BOS,1988
50,Greg Kite,C,6-11,250,"August 5, 1961",us US,4,BYU,BOS,1988
35,Reggie Lewis,SG,6-7,195,"November 21, 1965",us US,R,Northeastern University,BOS,1988
54,Brad Lohaus,PF,6-11,230,"September 29, 1964",us US,R,Iowa,BOS,1988
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,7,Minnesota,BOS,1988
11,Dirk Minniefield,PG,6-3,180,"January 17, 1961",us US,2,Kentucky,BOS,1988
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,11,Centenary (LA),BOS,1988
4,Jim Paxson,SG,6-6,200,"July 9, 1957",us US,8,Dayton,BOS,1988
31,Fred Roberts,PF,6-10,218,"August 14, 1960",us US,4,BYU,BOS,1988
12,Jerry Sichting,PG,6-1,168,"November 29, 1956",us US,7,Purdue,BOS,1988
42,Mark Acres,C,6-11,220,"November 15, 1962",us US,1,Oral Roberts,BOS,1989
44,Danny Ainge,PG,6-5,185,"March 17, 1959",us US,7,BYU,BOS,1989
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,9,Indiana State University,BOS,1989
12,Otis Birdsong,SG,6-3,190,"December 9, 1955",us US,11,Houston,BOS,1989
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,1,Iowa,BOS,1989
31,Ron Grandison,PF,6-6,215,"July 9, 1964",us US,R,"University of California, Irvine, New Orleans",BOS,1989
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,12,Pepperdine,BOS,1989
53,Joe Kleine,C,6-11,255,"January 4, 1962",us US,3,"Notre Dame, Arkansas",BOS,1989
35,Reggie Lewis,SF,6-7,195,"November 21, 1965",us US,1,Northeastern University,BOS,1989
54,Brad Lohaus,PF,6-11,230,"September 29, 1964",us US,1,Iowa,BOS,1989
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,8,Minnesota,BOS,1989
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,12,Centenary (LA),BOS,1989
4,Jim Paxson,PG,6-6,200,"July 9, 1957",us US,9,Dayton,BOS,1989
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,3,Villanova,BOS,1989
45,Ramón Rivas,C,6-10,260,"June 3, 1966",pr PR,R,Temple,BOS,1989
20,Brian Shaw,SG,6-6,190,"March 22, 1966",us US,R,"Saint Mary's, UC Santa Barbara",BOS,1989
7,Kelvin Upshaw,SG,6-2,180,"January 24, 1963",us US,R,Utah,BOS,1989
5,John Bagley,PG,6-0,185,"April 23, 1960",us US,7,Boston College,BOS,1990
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,10,Indiana State University,BOS,1990
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,2,Iowa,BOS,1990
3,Dennis Johnson,PG,6-4,185,"September 18, 1954",us US,13,Pepperdine,BOS,1990
53,Joe Kleine,C,6-11,255,"January 4, 1962",us US,4,"Notre Dame, Arkansas",BOS,1990
35,Reggie Lewis,SG,6-7,195,"November 21, 1965",us US,2,Northeastern University,BOS,1990
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,9,Minnesota,BOS,1990
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,13,Centenary (LA),BOS,1990
4,Jim Paxson,PG,6-6,200,"July 9, 1957",us US,10,Dayton,BOS,1990
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,4,Villanova,BOS,1990
13,Charles Smith,PG,6-1,160,"November 29, 1967",us US,R,Georgetown,BOS,1990
11,Michael Smith,PF,6-10,225,"May 19, 1965",us US,R,BYU,BOS,1990
7,Kelvin Upshaw,SG,6-2,180,"January 24, 1963",us US,1,Utah,BOS,1990
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,11,Indiana State University,BOS,1991
7,Dee Brown,PG,6-1,160,"November 29, 1968",us US,R,Jacksonville University,BOS,1991
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,3,Iowa,BOS,1991
53,Joe Kleine,C,6-11,255,"January 4, 1962",us US,5,"Notre Dame, Arkansas",BOS,1991
35,Reggie Lewis,SG,6-7,195,"November 21, 1965",us US,3,Northeastern University,BOS,1991
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,10,Minnesota,BOS,1991
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,14,Centenary (LA),BOS,1991
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,5,Villanova,BOS,1991
42,Dave Popson,PF,6-10,220,"May 17, 1964",us US,1,UNC,BOS,1991
20,Brian Shaw,PG,6-6,190,"March 22, 1966",us US,1,"Saint Mary's, UC Santa Barbara",BOS,1991
13,Charles Smith,PG,6-1,160,"November 29, 1967",us US,1,Georgetown,BOS,1991
43,Derek Smith,SF,6-6,205,"November 1, 1961",us US,8,Louisville,BOS,1991
11,Michael Smith,PF,6-10,225,"May 19, 1965",us US,1,BYU,BOS,1991
52,Stojko Vranković,C,7-2,260,"January 22, 1964",hr HR,R,,BOS,1991
12,A.J. Wynder,PG,6-2,180,"September 11, 1964",us US,R,"UMass, Fairfield",BOS,1991
5,John Bagley,PG,6-0,185,"April 23, 1960",us US,8,Boston College,BOS,1992
8,Kenny Battle,SG,6-6,210,"October 10, 1964",us US,2,"Northern Illinois, Illinois",BOS,1992
33,Larry Bird,SF,6-9,220,"December 7, 1956",us US,12,Indiana State University,BOS,1992
7,Dee Brown,PG,6-1,160,"November 29, 1968",us US,1,Jacksonville University,BOS,1992
"4, 20",Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,2,Syracuse,BOS,1992
44,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,R,UNC,BOS,1992
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,4,Iowa,BOS,1992
13,Rickey Green,PG,6-0,170,"August 18, 1954",us US,13,"Vincennes University, Michigan",BOS,1992
53,Joe Kleine,C,6-11,255,"January 4, 1962",us US,6,"Notre Dame, Arkansas",BOS,1992
35,Reggie Lewis,SG,6-7,195,"November 21, 1965",us US,4,Northeastern University,BOS,1992
41,Tony Massenburg,PF,6-9,220,"July 31, 1967",us US,1,Maryland,BOS,1992
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,11,Minnesota,BOS,1992
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,15,Centenary (LA),BOS,1992
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,6,Villanova,BOS,1992
12,Kevin Pritchard,PG,6-3,180,"July 17, 1967",us US,1,Kansas,BOS,1992
4,Larry Robinson,SG,6-3,180,"January 11, 1968",us US,1,Centenary (LA),BOS,1992
20,Brian Shaw,PG,6-6,190,"March 22, 1966",us US,2,"Saint Mary's, UC Santa Barbara",BOS,1992
11,Stojko Vranković,C,7-2,260,"January 22, 1964",hr HR,1,,BOS,1992
4,Alaa Abdelnaby,PF,6-10,240,"June 24, 1968",eg EG,2,Duke,BOS,1993
5,John Bagley,PG,6-0,185,"April 23, 1960",us US,9,Boston College,BOS,1993
8,Kenny Battle,SG,6-6,210,"October 10, 1964",us US,3,"Northern Illinois, Illinois",BOS,1993
7,Dee Brown,PG,6-1,160,"November 29, 1968",us US,2,Jacksonville University,BOS,1993
20,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,3,Syracuse,BOS,1993
44,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,1,UNC,BOS,1993
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,5,Iowa,BOS,1993
53,Joe Kleine,C,6-11,255,"January 4, 1962",us US,7,"Notre Dame, Arkansas",BOS,1993
12,Bart Kofoed,SG,6-4,210,"March 24, 1964",us US,4,"Hastings College, University of Nebraska at Kearney",BOS,1993
35,Reggie Lewis,SG,6-7,195,"November 21, 1965",us US,5,Northeastern University,BOS,1993
31,Xavier McDaniel,PF,6-7,205,"June 4, 1963",us US,7,Wichita State,BOS,1993
32,Kevin McHale,PF,6-10,210,"December 19, 1957",us US,12,Minnesota,BOS,1993
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,16,Centenary (LA),BOS,1993
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,7,Villanova,BOS,1993
41,Marcus Webb,PF,6-9,255,"May 9, 1970",us US,R,Alabama,BOS,1993
43,Lorenzo Williams,PF,6-9,200,"July 15, 1969",us US,R,Stetson University,BOS,1993
42,Joe Wolf,C,6-11,230,"December 17, 1964",us US,5,UNC,BOS,1993
4,Alaa Abdelnaby,PF,6-10,240,"June 24, 1968",eg EG,3,Duke,BOS,1994
7,Dee Brown,SG,6-1,160,"November 29, 1968",us US,3,Jacksonville University,BOS,1994
12,Chris Corchiani,PG,6-0,185,"March 28, 1968",us US,2,NC State,BOS,1994
20,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,4,Syracuse,BOS,1994
55,Acie Earl,C,6-10,240,"June 23, 1970",us US,R,Iowa,BOS,1994
44,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,2,UNC,BOS,1994
34,Kevin Gamble,SF,6-5,210,"November 13, 1965",us US,6,Iowa,BOS,1994
43,Tony Harris,SG,6-3,190,"May 13, 1967",us US,1,"Lamar, New Orleans",BOS,1994
30,Todd Lichti,SG,6-4,205,"January 8, 1967",us US,4,Stanford,BOS,1994
31,Xavier McDaniel,SF,6-7,205,"June 4, 1963",us US,8,Wichita State,BOS,1994
27,Jimmy Oliver,SG,6-5,205,"July 12, 1969",us US,1,Purdue,BOS,1994
0,Robert Parish,C,7-1,230,"August 30, 1953",us US,17,Centenary (LA),BOS,1994
54,Ed Pinckney,PF,6-9,195,"March 27, 1963",us US,8,Villanova,BOS,1994
40,Dino Radja,PF,6-11,225,"April 24, 1967",hr HR,R,,BOS,1994
50,Matt Wenstrom,C,7-1,250,"November 4, 1970",us US,R,UNC,BOS,1994
8,James Blackwell,PG,6-0,190,"February 25, 1968",us US,R,Dartmouth College,BOS,1995
7,Dee Brown,SG,6-1,160,"November 29, 1968",us US,4,Jacksonville University,BOS,1995
45,Tony Dawson,SF,6-7,215,"August 25, 1967",us US,1,Florida State,BOS,1995
20,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,5,Syracuse,BOS,1995
55,Acie Earl,C,6-10,240,"June 23, 1970",us US,1,Iowa,BOS,1995
30,Blue Edwards,SF,6-4,200,"October 31, 1965",us US,5,East Carolina University,BOS,1995
29,Pervis Ellison,C,6-9,210,"April 3, 1967",us US,5,Louisville,BOS,1995
44,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,3,UNC,BOS,1995
43,Tony Harris,SG,6-3,190,"May 13, 1967",us US,2,"Lamar, New Orleans",BOS,1995
5,Jay Humphries,PG,6-3,185,"October 17, 1962",us US,10,Colorado,BOS,1995
34,Xavier McDaniel,SF,6-7,205,"June 4, 1963",us US,9,Wichita State,BOS,1995
9,Greg Minor,SG,6-6,210,"September 18, 1971",us US,R,Louisville,BOS,1995
0,Eric Montross,C,7-0,270,"September 23, 1971",us US,R,UNC,BOS,1995
40,Dino Radja,PF,6-11,225,"April 24, 1967",hr HR,1,,BOS,1995
31,Derek Strong,PF,6-8,220,"February 9, 1968",us US,3,Xavier,BOS,1995
