No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
32,Mike Scott,PF,6-7,237,"July 16, 1988",us US,4,Virginia,ATL,2017
25,Thabo Sefolosha,SF,6-6,215,"May 2, 1984",ch CH,10,,ATL,2017
22,Edy Tavares,C,7-3,260,"March 22, 1992",cv CV,1,,ATL,2017
8,Luke Babbitt,SF,6-9,225,"June 20, 1989",us US,7,Nevada,ATL,2018
24,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,5,Old Dominion,ATL,2018
3,Marco Belinelli,SG,6-5,220,"March 25, 1986",it IT,10,,ATL,2018
95,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",us US,1,Saint Joseph's,ATL,2018
16,Nicolás Brussino,SF,6-7,195,"March 2, 1993",ar AR,1,,ATL,2018
34,Tyler Cavanaugh,PF,6-9,238,"February 9, 1994",us US,R,George Washington,ATL,2018
0,Antonius Cleveland,SG,6-5,195,"February 2, 1994",us US,R,SE Missouri State,ATL,2018
20,John Collins,PF,6-9,235,"September 23, 1997",us US,R,Wake Forest,ATL,2018
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,4,USC,ATL,2018
5,Malcolm Delaney,PG,6-3,190,"March 11, 1989",us US,1,Virginia Tech,ATL,2018
2,Tyler Dorsey,SG,6-5,183,"February 18, 1996",us US,R,Oregon,ATL,2018
6,Jeremy Evans,SF,6-9,200,"October 24, 1987",us US,6,Western Kentucky,ATL,2018
7,Ersan İlyasova,PF,6-9,235,"May 15, 1987",tr TR,9,,ATL,2018
8,Damion Lee,SG,6-5,210,"October 21, 1992",us US,R,"Drexel, Louisville",ATL,2018
11,Josh Magette,PG,6-1,160,"November 28, 1989",us US,R,Alabama-Huntsville,ATL,2018
3,Jaylen Morris,SG,6-5,185,"September 19, 1995",us US,R,Molloy,ATL,2018
31,Mike Muscala,C,6-10,240,"July 1, 1991",us US,4,Bucknell,ATL,2018
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,5,Duke,ATL,2018
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,1,Baylor,ATL,2018
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,4,,ATL,2018
22,Isaiah Taylor,PG,6-3,170,"July 11, 1994",us US,1,Texas,ATL,2018
4,Andrew White,SF,6-7,210,"June 16, 1993",us US,R,"Nebraska, Syracuse",ATL,2018
10,Jaylen Adams,PG,6-0,225,"May 4, 1996",us US,R,St. Bonaventure,ATL,2019
1,Justin Anderson,SF,6-6,230,"November 19, 1993",us US,3,Virginia,ATL,2019
24,Kent Bazemore,SG,6-4,195,"July 1, 1989",us US,6,Old Dominion,ATL,2019
95,DeAndre' Bembry,SG,6-5,210,"July 4, 1994",us US,2,Saint Joseph's,ATL,2019
15,Vince Carter,PF,6-6,220,"January 26, 1977",us US,20,UNC,ATL,2019
20,John Collins,PF,6-9,235,"September 23, 1997",us US,1,Wake Forest,ATL,2019
4,Deyonta Davis,C,6-11,237,"December 2, 1996",us US,2,Michigan State,ATL,2019
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,5,USC,ATL,2019
2,Tyler Dorsey,SG,6-5,183,"February 18, 1996",us US,1,Oregon,ATL,2019
5,Daniel Hamilton,SG,6-7,195,"August 8, 1995",us US,1,UConn,ATL,2019
3,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,R,Maryland,ATL,2019
8,Isaac Humphries,C,7-0,255,"January 5, 1998",au AU,R,Kentucky,ATL,2019
5,B.J. Johnson,SF,6-7,200,"December 21, 1995",us US,R,"Syracuse, La Salle",ATL,2019
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,5,Maryland,ATL,2019
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,8,Harvard University,ATL,2019
18,Miles Plumlee,C,6-11,249,"September 1, 1988",us US,6,Duke,ATL,2019
22,Alex Poythress,PF,6-9,235,"September 6, 1993",us US,2,Kentucky,ATL,2019
12,Taurean Prince,SF,6-6,218,"March 22, 1994",us US,2,Baylor,ATL,2019
8,Jordan Sibert,SG,6-4,187,"August 1, 1992",us US,R,"Ohio State, Dayton",ATL,2019
6,Omari Spellman,PF,6-8,245,"July 21, 1997",us US,R,Villanova,ATL,2019
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,R,Oklahoma,ATL,2019
45,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,6,UNC,ATL,2019
95,DeAndre' Bembry,SG,6-5,210,"July 4, 1994",us US,3,Saint Joseph's,ATL,2020
4,Charlie Brown Jr.,SG,6-6,199,"February 2, 1997",us US,R,Saint Joseph's,ATL,2020
15,Vince Carter,PF,6-6,220,"January 26, 1977",us US,21,UNC,ATL,2020
20,John Collins,PF,6-9,235,"September 23, 1997",us US,2,Wake Forest,ATL,2020
33,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,6,California,ATL,2020
14,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,6,USC,ATL,2020
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,R,Maryland,ATL,2020
0,Brandon Goodwin,PG,6-0,180,"October 2, 1995",us US,1,"Central Florida, Florida Gulf Coast",ATL,2020
2,Treveon Graham,SF,6-5,219,"October 28, 1993",us US,3,VCU,ATL,2020
3,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,1,Maryland,ATL,2020
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,R,Virginia,ATL,2020
30,Damian Jones,C,6-11,245,"June 30, 1995",us US,3,Vanderbilt,ATL,2020
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,6,Maryland,ATL,2020
5,Jabari Parker,PF,6-8,245,"March 15, 1995",us US,5,Duke,ATL,2020
31,Chandler Parsons,PF,6-9,230,"October 25, 1988",us US,8,Florida,ATL,2020
22,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,R,Duke,ATL,2020
0,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,10,Wake Forest,ATL,2020
1,Evan Turner,SG,6-6,220,"October 27, 1988",us US,9,Ohio State,ATL,2020
8,Tyrone Wallace,SG,6-5,198,"June 10, 1994",us US,2,California,ATL,2020
2,Paul Watson,SF,6-6,210,"December 30, 1994",us US,R,Fresno State,ATL,2020
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,1,Oklahoma,ATL,2020
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,3,,ATL,2021
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,6,,ATL,2021
20,John Collins,PF,6-9,235,"September 23, 1997",us US,3,Wake Forest,ATL,2021
32,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,4,Providence,ATL,2021
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,1,Maryland,ATL,2021
8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it IT,11,,ATL,2021
0,Brandon Goodwin,PG,6-0,180,"October 2, 1995",us US,2,"Central Florida, Florida Gulf Coast",ATL,2021
18,Solomon Hill,PF,6-6,226,"March 18, 1991",us US,7,Arizona,ATL,2021
3,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,2,Maryland,ATL,2021
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,1,Virginia,ATL,2021
1,Nathan Knight,PF,6-8,253,"September 20, 1997",us US,R,William & Mary,ATL,2021
4,Skylar Mays,SG,6-4,205,"September 5, 1997",us US,R,LSU,ATL,2021
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,R,USC,ATL,2021
22,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,1,Duke,ATL,2021
7,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,14,Kentucky,ATL,2021
19,Tony Snell,SG,6-6,213,"November 10, 1991",us US,7,New Mexico,ATL,2021
6,Lou Williams,PG,6-2,175,"October 27, 1986",us US,15,,ATL,2021
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,2,Oklahoma,ATL,2021
5,Cat Barber,PG,6-2,190,"July 25, 1994",us US,R,NC State,ATL,2022
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,4,,ATL,2022
45,Chaundee Brown Jr.,SG,6-5,215,"December 4, 1998",us US,R,"Wake Forest, Michigan",ATL,2022
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,7,,ATL,2022
20,John Collins,PF,6-9,235,"September 23, 1997",us US,4,Wake Forest,ATL,2022
2,Sharife Cooper,PG,6-1,180,"June 11, 2001",us US,R,Auburn,ATL,2022
10,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,8,Louisville,ATL,2022
8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",it IT,12,,ATL,2022
14,Malcolm Hill,SG,6-6,220,"October 26, 1995",us US,R,Illinois,ATL,2022
18,Solomon Hill,SF,6-6,226,"March 18, 1991",us US,8,Arizona,ATL,2022
3,Kevin Huerter,SF,6-7,190,"August 27, 1998",us US,3,Maryland,ATL,2022
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,2,Virginia,ATL,2022
24,Wes Iwundu,SF,6-6,195,"December 20, 1994",us US,4,Kansas State,ATL,2022
1,Jalen Johnson,PF,6-9,220,"December 18, 2001",us US,R,Duke,ATL,2022
5,Kevin Knox,SF,6-7,215,"August 11, 1999",us US,3,Kentucky,ATL,2022
7,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,5,,ATL,2022
4,Skylar Mays,SG,6-4,205,"September 5, 1997",us US,1,LSU,ATL,2022
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,1,USC,ATL,2022
49,Cameron Oliver,SF,6-8,239,"July 11, 1996",us US,1,Nevada,ATL,2022
22,Cam Reddish,SF,6-8,218,"September 1, 1999",us US,2,Duke,ATL,2022
33,Lance Stephenson,SG,6-6,230,"September 5, 1990",us US,9,Cincinnati,ATL,2022
6,Lou Williams,PG,6-2,175,"October 27, 1986",us US,16,,ATL,2022
0,Delon Wright,SG,6-5,185,"April 26, 1992",us US,6,Utah,ATL,2022
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,3,Oklahoma,ATL,2022
41,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,2,Villanova,ATL,2023
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,5,,ATL,2023
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,8,,ATL,2023
20,John Collins,PF,6-9,235,"September 23, 1997",us US,5,Wake Forest,ATL,2023
7,Jarrett Culver,SF,6-6,195,"February 20, 1999",us US,3,Texas Tech,ATL,2023
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,3,Maryland,ATL,2023
2,Trent Forrest,SG,6-4,210,"June 12, 1998",us US,2,Florida State,ATL,2023
14,AJ Griffin,SF,6-6,222,"August 25, 2003",us US,R,Duke,ATL,2023
3,Aaron Holiday,PG,6-0,185,"September 30, 1996",us US,4,UCLA,ATL,2023
8,Justin Holiday,SF,6-6,180,"April 5, 1989",us US,9,Washington,ATL,2023
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,3,Virginia,ATL,2023
1,Jalen Johnson,SF,6-9,220,"December 18, 2001",us US,1,Duke,ATL,2023
0,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,7,Wisconsin,ATL,2023
27,Vit Krejci,PG,6-8,195,"June 19, 2000",cz CZ,1,,ATL,2023
22,Tyrese Martin,SG,6-6,215,"March 7, 1999",us US,R,"Rhode Island, UConn",ATL,2023
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,3,Lipscomb,ATL,2023
5,Dejounte Murray,SG,6-5,180,"September 19, 1996",us US,5,Washington,ATL,2023
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,2,USC,ATL,2023
4,Donovan Williams,SG,6-6,190,"September 6, 2001",us US,R,"Texas, UNLV",ATL,2023
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,4,Oklahoma,ATL,2023
41,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,3,Villanova,ATL,2024
13,Bogdan Bogdanović,SG,6-5,220,"August 18, 1992",rs RS,6,,ATL,2024
4,Kobe Bufkin,SG,6-4,195,"September 21, 2003",us US,R,Michigan,ATL,2024
15,Clint Capela,C,6-10,240,"May 18, 1994",ch CH,9,,ATL,2024
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,4,Maryland,ATL,2024
2,Trent Forrest,SG,6-4,210,"June 12, 1998",us US,3,Florida State,ATL,2024
14,AJ Griffin,SF,6-6,222,"August 25, 2003",us US,1,Duke,ATL,2024
18,Mouhamed Gueye,PF,6-11,210,"November 9, 2002",sn SN,R,Washington State,ATL,2024
12,De'Andre Hunter,SF,6-8,225,"December 2, 1997",us US,4,Virginia,ATL,2024
1,Jalen Johnson,SF,6-9,220,"December 18, 2001",us US,2,Duke,ATL,2024
27,Vit Krejci,PG,6-8,195,"June 19, 2000",cz CZ,2,,ATL,2024
3,Seth Lundy,SF,6-6,220,"April 2, 2000",us US,R,Penn State,ATL,2024
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,4,Lipscomb,ATL,2024
32,Wesley Matthews,SG,6-5,220,"October 14, 1986",us US,14,Marquette,ATL,2024
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,14,Saint Mary's,ATL,2024
5,Dejounte Murray,SG,6-5,180,"September 19, 1996",us US,6,Washington,ATL,2024
17,Onyeka Okongwu,C,6-8,235,"December 11, 2000",us US,3,USC,ATL,2024
20,Dylan Windler,SF,6-6,196,"September 22, 1996",us US,3,Belmont,ATL,2024
11,Trae Young,PG,6-1,164,"September 19, 1998",us US,5,Oklahoma,ATL,2024
7,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,9,Georgia Tech,BOS,2001
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,3,Texas Tech,BOS,2001
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,R,Pitt,BOS,2001
11,Randy Brown,PG,6-2,190,"May 22, 1968",us US,9,"Houston, New Mexico State",BOS,2001
40,Rick Brunson,PG,6-4,190,"June 14, 1972",us US,3,Temple,BOS,2001
43,Chris Carr,SG,6-5,207,"March 12, 1974",us US,5,Southern Illinois,BOS,2001
44,Adrian Griffin,SF,6-5,217,"July 4, 1974",us US,1,Seton Hall,BOS,2001
12,Chris Herren,PG,6-2,197,"September 27, 1975",us US,1,"Boston College, Fresno State",BOS,2001
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,4,Kentucky,BOS,2001
5,Jérôme Moïso,C,6-10,235,"June 15, 1978",fr FR,R,UCLA,BOS,2001
9,Doug Overton,PG,6-3,190,"August 3, 1969",us US,8,La Salle,BOS,2001
9,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,1,"Midland College, Colorado State",BOS,2001
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,2,Kansas,BOS,2001
52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,4,Wright State University,BOS,2001
20,Bryant Stith,SG,6-5,208,"December 10, 1970",us US,8,Virginia,BOS,2001
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,4,Kentucky,BOS,2001
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,5,"Vincennes University, Providence",BOS,2001
7,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,10,Georgia Tech,BOS,2002
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,4,Texas Tech,BOS,2002
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,1,Pitt,BOS,2002
42,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,R,Okaloosa-Walton Community College,BOS,2002
11,Randy Brown,PG,6-2,190,"May 22, 1968",us US,10,"Houston, New Mexico State",BOS,2002
28,Tony Delk,SG,6-1,189,"January 28, 1974",us US,5,Kentucky,BOS,2002
40,Joseph Forte,SG,6-4,194,"March 23, 1981",us US,R,UNC,BOS,2002
31,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,R,Arkansas,BOS,2002
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,5,Kentucky,BOS,2002
9,Milt Palacio,PG,6-3,195,"February 7, 1978",us US,2,"Midland College, Colorado State",BOS,2002
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,3,Kansas,BOS,2002
52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,5,Wright State University,BOS,2002
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,8,Wake Forest,BOS,2002
20,Erick Strickland,PG,6-3,210,"November 25, 1973",us US,5,Nebraska,BOS,2002
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,5,Kentucky,BOS,2002
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,6,"Vincennes University, Providence",BOS,2002
42,Vin Baker,C,6-11,232,"November 23, 1971",us US,9,University of Hartford,BOS,2003
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,5,Texas Tech,BOS,2003
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,2,Pitt,BOS,2003
9,J.R. Bremer,PG,6-2,185,"September 19, 1980",us US,R,St. Bonaventure,BOS,2003
5,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,1,Okaloosa-Walton Community College,BOS,2003
11,Mark Bryant,PF,6-9,245,"April 25, 1965",us US,14,Seton Hall,BOS,2003
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,12,Virginia Tech,BOS,2003
7,Tony Delk,PG,6-1,189,"January 28, 1974",us US,6,Kentucky,BOS,2003
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,14,Eastern Michigan,BOS,2003
0,Walter McCarty,SF,6-10,230,"February 1, 1974",us US,6,Kentucky,BOS,2003
31,Mikki Moore,C,6-11,225,"November 4, 1975",us US,4,Nebraska,BOS,2003
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,4,Kansas,BOS,2003
41,Bruno Šundov,C,7-2,220,"February 10, 1980",hr HR,4,,BOS,2003
8,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,6,Kentucky,BOS,2003
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,7,"Vincennes University, Providence",BOS,2003
11,Shammond Williams,PG,6-1,201,"April 5, 1975",us US,4,UNC,BOS,2003
45,Rubén Wolkowyski,PF,6-10,270,"September 30, 1973",ar AR,1,,BOS,2003
7,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,4,South Florida,BOS,2004
42,Vin Baker,PF,6-11,232,"November 23, 1971",us US,10,University of Hartford,BOS,2004
11,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,R,"Dixie State (UT), UNLV",BOS,2004
13,Dana Barros,SG,5-11,163,"April 13, 1967",us US,13,Boston College,BOS,2004
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,6,Texas Tech,BOS,2004
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,3,Pitt,BOS,2004
5,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,2,Okaloosa-Walton Community College,BOS,2004
12,Ricky Davis,SF,6-6,195,"September 23, 1979",us US,5,Iowa,BOS,2004
56,Brandon Hunter,PF,6-7,260,"November 24, 1980",us US,R,Ohio University,BOS,2004
13,Mike James,PG,6-2,188,"June 23, 1975",us US,2,Duquesne,BOS,2004
20,Jumaine Jones,SG,6-8,218,"February 10, 1979",us US,4,Georgia,BOS,2004
45,Raef LaFrentz,C,6-11,240,"May 29, 1976",us US,5,Kansas,BOS,2004
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,7,Kentucky,BOS,2004
4,Chris Mihm,C,7-0,265,"July 16, 1979",us US,3,Texas,BOS,2004
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,R,,BOS,2004
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,5,Kansas,BOS,2004
5,Michael Stewart,C,6-10,230,"April 25, 1975",fr FR,6,California,BOS,2004
44,Jiří Welsch,SG,6-7,208,"January 27, 1980",cz CZ,1,,BOS,2004
55,Eric Williams,SF,6-8,220,"July 17, 1972",us US,8,"Vincennes University, Providence",BOS,2004
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,R,"Butler County Community College, Oklahoma State",BOS,2005
11,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,1,"Dixie State (UT), UNLV",BOS,2005
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,4,Pitt,BOS,2005
12,Ricky Davis,SG,6-6,195,"September 23, 1979",us US,6,Iowa,BOS,2005
7,Tom Gugliotta,PF,6-10,240,"December 19, 1969",us US,12,NC State,BOS,2005
"7, 8",Al Jefferson,PF,6-10,289,"January 4, 1985",us US,R,,BOS,2005
45,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us US,6,Kansas,BOS,2005
0,Walter McCarty,PF,6-10,230,"February 1, 1974",us US,8,Kentucky,BOS,2005
20,Gary Payton,PG,6-4,180,"July 23, 1968",us US,14,Oregon State,BOS,2005
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,1,,BOS,2005
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,6,Kansas,BOS,2005
9,Justin Reed,SF,6-8,240,"January 16, 1982",us US,R,Ole Miss,BOS,2005
88,Antoine Walker,PF,6-9,224,"August 12, 1976",us US,8,Kentucky,BOS,2005
44,Jiří Welsch,SG,6-7,208,"January 27, 1980",cz CZ,2,,BOS,2005
13,Delonte West,SG,6-4,180,"July 26, 1983",us US,R,Saint Joseph's,BOS,2005
42,Tony Allen,PG,6-4,213,"January 11, 1982",us US,1,"Butler County Community College, Oklahoma State",BOS,2006
11,Marcus Banks,PG,6-2,200,"November 19, 1981",us US,2,"Dixie State (UT), UNLV",BOS,2006
30,Mark Blount,C,7-0,230,"November 30, 1975",us US,5,Pitt,BOS,2006
12,Ricky Davis,SG,6-6,195,"September 23, 1979",us US,7,Iowa,BOS,2006
20,Dan Dickau,PG,6-0,190,"September 16, 1978",us US,3,"Washington, Gonzaga",BOS,2006
4,Ryan Gomes,PF,6-7,250,"September 1, 1982",us US,R,Providence,BOS,2006
5,Gerald Green,SG,6-6,205,"January 26, 1986",us US,R,,BOS,2006
0,Orien Greene,PG,6-4,208,"February 4, 1982",us US,R,"Florida, Louisiana",BOS,2006
7,Al Jefferson,PF,6-10,289,"January 4, 1985",us US,1,,BOS,2006
27,Dwayne Jones,PF,6-11,250,"June 9, 1983",us US,R,Saint Joseph's,BOS,2006
45,Raef LaFrentz,PF,6-11,240,"May 29, 1976",us US,7,Kansas,BOS,2006
41,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,7,University of the Pacific,BOS,2006
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,2,,BOS,2006
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,7,Kansas,BOS,2006
9,Justin Reed,SF,6-8,240,"January 16, 1982",us US,1,Ole Miss,BOS,2006
44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,4,USC,BOS,2006
55,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,6,Miami University,BOS,2006
13,Delonte West,PG,6-4,180,"July 26, 1983",us US,1,Saint Joseph's,BOS,2006
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,2,"Butler County Community College, Oklahoma State",BOS,2007
4,Ryan Gomes,PF,6-7,250,"September 1, 1982",us US,1,Providence,BOS,2007
5,Gerald Green,SF,6-6,205,"January 26, 1986",us US,1,,BOS,2007
7,Al Jefferson,C,6-10,289,"January 4, 1985",us US,2,,BOS,2007
41,Michael Olowokandi,C,7-0,269,"April 3, 1975",ng NG,8,University of the Pacific,BOS,2007
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,3,,BOS,2007
34,Paul Pierce,SG,6-7,235,"October 13, 1977",us US,8,Kansas,BOS,2007
51,Kevinn Pinkney,PF,6-10,245,"October 20, 1983",us US,R,Nevada,BOS,2007
0,Leon Powe,C,6-8,240,"January 22, 1984",us US,R,California,BOS,2007
50,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,11,Wyoming,BOS,2007
12,Allan Ray,SG,6-2,190,"June 17, 1984",us US,R,Villanova,BOS,2007
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,R,Kentucky,BOS,2007
44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,5,USC,BOS,2007
55,Wally Szczerbiak,SF,6-7,244,"March 5, 1977",es ES,7,Miami University,BOS,2007
30,Sebastian Telfair,PG,6-0,165,"June 9, 1985",us US,2,,BOS,2007
13,Delonte West,SG,6-4,180,"July 26, 1983",us US,2,Saint Joseph's,BOS,2007
20,Ray Allen,SG,6-5,205,"July 20, 1975",us US,11,UConn,BOS,2008
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,3,"Butler County Community College, Oklahoma State",BOS,2008
93,P.J. Brown,PF,6-11,225,"October 14, 1969",us US,14,Louisiana Tech,BOS,2008
28,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,14,Florida State,BOS,2008
11,Glen Davis,C,6-9,289,"January 1, 1986",us US,R,LSU,BOS,2008
5,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,12,,BOS,2008
50,Eddie House,PG,6-1,180,"May 14, 1978",us US,7,Arizona State,BOS,2008
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,4,,BOS,2008
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,9,Kansas,BOS,2008
66,Scot Pollard,C,6-11,265,"February 12, 1975",us US,10,Kansas,BOS,2008
41,James Posey,PF,6-8,215,"January 13, 1977",us US,8,Xavier,BOS,2008
0,Leon Powe,C,6-8,240,"January 22, 1984",us US,1,California,BOS,2008
13,Gabe Pruitt,PG,6-4,170,"April 19, 1986",us US,R,USC,BOS,2008
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,1,Kentucky,BOS,2008
44,Brian Scalabrine,PF,6-9,241,"March 18, 1978",us US,6,USC,BOS,2008
20,Ray Allen,SG,6-5,205,"July 20, 1975",us US,12,UConn,BOS,2009
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,4,"Butler County Community College, Oklahoma State",BOS,2009
11,Glen Davis,C,6-9,289,"January 1, 1986",us US,1,LSU,BOS,2009
5,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,13,,BOS,2009
4,J.R. Giddens,SF,6-5,215,"February 13, 1985",us US,R,"Kansas, New Mexico",BOS,2009
50,Eddie House,PG,6-1,180,"May 14, 1978",us US,8,Arizona State,BOS,2009
8,Stephon Marbury,PG,6-2,180,"February 20, 1977",us US,12,Georgia Tech,BOS,2009
7,Mikki Moore,C,6-11,225,"November 4, 1975",us US,10,Nebraska,BOS,2009
26,Patrick O'Bryant,C,7-0,260,"June 20, 1986",us US,2,Bradley,BOS,2009
43,Kendrick Perkins,C,6-10,270,"November 10, 1984",us US,5,,BOS,2009
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,10,Kansas,BOS,2009
0,Leon Powe,PF,6-8,240,"January 22, 1984",us US,2,California,BOS,2009
13,Gabe Pruitt,SG,6-4,170,"April 19, 1986",us US,1,USC,BOS,2009
9,Rajon Rondo,PG,6-1,180,"February 22, 1986",us US,2,Kentucky,BOS,2009
44,Brian Scalabrine,C,6-9,241,"March 18, 1978",us US,7,USC,BOS,2009
12,Henry Walker,SF,6-6,220,"October 9, 1987",us US,R,Kansas State,BOS,2009
20,Ray Allen,SG,6-5,205,"July 20, 1975",us US,13,UConn,BOS,2010
42,Tony Allen,SG,6-4,213,"January 11, 1982",us US,5,"Butler County Community College, Oklahoma State",BOS,2010
7,Marquis Daniels,SF,6-6,200,"January 7, 1981",us US,6,Auburn,BOS,2010
